,Topic,Feedback Comment,Contextual_Subtopic,Granular_Subtopic,Severity,Sentiment
7888,Bug,"No book mark option 
Search for ayat is also not working properly",Search Functionality,Search Functionality - Bookmark and Ayat Search Issues,Medium,Negative
7889,UI,"No easy access to desired ayat of a Surat 
Eg: to reach aya 67 of surah baqarah I will have to scroll all the way through and cannot simply reach 2.67",Navigation Difficulty,Navigation Difficulty - Quran Ayat Access Issues,Medium,Negative
7890,Feature,no facility to go easliy direct any ayah...I we want to go ayat 30 then we have to scroll form one to 30..every time,Quran Reading Features,Quran Reading Features - Ayah Navigation Issues,Medium,Negative
7891,Feature,"No match exactly, integrated this feature with artificial intelligence. So Al can find the ahadis with the given context. Many times urdu translation does not match, merging with Ai could possibly find the exact ahadis from the context, no matter translat",Translations & Tafseer,Translations & Tafseer - AI Integration for Hadees Search,Medium,Neutral
7892,Other,"No response from your side 
Many time I send queries but no reply",General Other,General Other - Lack of Response to Queries,Medium,Negative
7893,Feature,No search bar in an individual surah. If I like to go on ayat 100 i have to scroll all not direct,Search Functionality,Search Functionality - Missing Search Bar in Surah,Medium,Negative
7894,Feature,"No search bar in individual surah.
If i have to go on certain aaya we have to scroll all",Search Functionality,Search Functionality - Missing Search Bar in Surah,Medium,Negative
7895,Accuracy,No words to explain hadith because there are unlimited words to do explain hadith,General Accuracy,General Accuracy - Hadees Explanation Issues,Medium,Neutral
7896,Bug,Noman Ali Khan tafseer is not working for last 10 sura of Quran,General Bug,General Bug - Tafseer Not Working for Quran Suras,Medium,Negative
7897,Feature,Not able to search hadees by short narration,Search Functionality,Search Functionality - Hadees Search Issues,Medium,Neutral
7898,Bug,"Not perfectly set. Reminder of updating the app. If keep updating it takes more than one GB space. If do not update only limited access and not cozy in use. Example, I listen to Baqarah of Qari... It stops at a particular place while the command wis given",Audio Playback Issues,Audio Playback Issues - Quran Audio Stopping,Medium,Negative
7899,Accuracy,"Not quite good, by search all the related data should appear if not exactly then search related whole data should be provided",General Accuracy,General Accuracy - Search Related Data Issues,Medium,Negative
7900,Bug,Now a day's setting is not good. No one can recite on daily basis because it is not showing last seen and book mark. Every time when I leave it comes from the start not on last seen vers etc,General Bug,General Bug - Bookmark and Last Seen Issues,Medium,Negative
7901,Other,Nqwet wheelchair do hahahahahah morning sleep Hanno for school hell mgjgh y'all so we seen lock school idk raha to dry hai to,General Other,General Other - General Issues,Low,Neutral
7902,UI,Numbering of Aayaat is illegible at most of the places.,Visual Design,Visual Design - Illegible Aayaat Numbering,Medium,Negative
7903,Feature,Numbering should be both international and conventional,General Feature,General Feature - Numbering Format Request,Low,Neutral
7904,Feature,"Offline bhi points milny chaiy 
Or points dobra 0 PR q ay hain 
Kia phli qurabdazi ho Gai hy 
AGR ho gai Hy to hmy Kesy PTA lgy ga",General Feature,General Feature - Offline Points Availability,Medium,Negative
7905,Feature,"On quran when i select any surah then click on tasweer to listen dr israr audio, issue is that i have to click every times on new ayat to listen tasweer. Can you please tell me how i can listen  tasweer of dr israr  like on translation its goes automatica",Translations & Tafseer,Translations & Tafseer - Audio Playback Issues,Medium,Neutral
7906,Slow,"Once I search for anything.it shows the results .
Then again if I do the same search it lags and I have to come out of the App and do the search again.

Also once we receive the results and I click to the required hadith. It shows me kore than the Hadith",General Slow,General Slow - Search Lag and Result Display Issues,Medium,Negative
7907,Bug,One cannot read the following ahadiths if one gets to a Hadith by searching it's number. He has to scroll all the way down from the beginning to the desired Hadith if he wants to continue reading further ahadith in order,Search Functionality,Search Functionality - Hadees Navigation Issues,Medium,Negative
7908,Other,One of my best choiced app for amazing knowledge about Islam & right direction/path to the life journey__ today to Roz e Qayamat.,General Other,General Other - Positive Feedback on Islamic Knowledge,Low,Positive
7909,Accuracy,One suggestion is to stop disrespecting quran by randomly showing an ayah from the quran on front screen. If anyone wants to use other features in the app and skims through the aayah then the sin might accumulate.,General Accuracy,General Accuracy - Quran Display Concerns,High,Negative
7910,Feature,One thing left is makki and madni surahs.... add makki and madni to the surahs name,General Feature,General Feature - Add Makki and Madni Surahs,Low,Neutral
7911,Feature,"One time live casting and recording  for both recitation of the Quran and it translation ,so that one could not feel the breaks between the two",Quran Reading Features,Quran Reading Features - Live Casting and Recording Request,Low,Neutral
7912,Subscription,Online payment issue as jazz cash or easypaisa monthly or yearly payment paid issue from your side plz improve this,Payment Failure,Payment Failure - JazzCash and Easypaisa Issues,Medium,Negative
7913,Feature,Option for whole surah tafseer tab should be added alongwith ayat wise tafseer,Translations & Tafseer,Translations & Tafseer - Whole Surah Tafseer Request,Low,Neutral
7914,Feature,"Option of displaying translation with the corresponding verse rather than having to click translation with each ayah
Breaks the conituity",Translations & Tafseer,Translations & Tafseer - Translation Display Feature Request,Low,Neutral
7915,Feature,"Option to jump to a specific ayah
Also, ability to slide down the audio tagseer player and use the app",Quran Reading Features,Quran Reading Features - Ayah Navigation and Audio Control,Low,Neutral
7916,Feature,Over all is good.I have a suggestion. There should be a feature to keep record of daily prayers. Like a chart to keep the record pf on time and qaza prayer. It can be a seperate small app or a new feature in islam 360.جزاک اللہ خیرا,Prayer Times & Azan,Prayer Times & Azan - Daily Prayer Record Feature Request,Low,Positive
7917,Feature,Pastho translation please and if poss Georgian as well,Translations & Tafseer,Translations & Tafseer - Pashto and Georgian Translation Request,Low,Neutral
7918,Feature,Pdf should contain translation. Ayahs in the surah should not be seperate,Translations & Tafseer,Translations & Tafseer - Missing Translation in PDF,Low,Neutral
7919,Feature,"Pdf version, with right left turn page option instead of scroll may be easier for many",Quran Reading Features,Quran Reading Features - PDF Page Turning Option Request,Low,Neutral
7920,Bug,"Pehle paray se 15th paray ma 3,4 jaga aerab missing hn.kindly keep check on it.",Text/Font Errors,Text/Font Errors - Missing Arabic Diacritics,Medium,Negative
7921,UI,Pehle pehle Islam360 Hadith section asaan tha ab tap Karke pehle info kholni parhti hai par usmein jaa Ke ravi ya phir Hadith reference waghera pehle ESA nhi ta pehle niche click Karo to Ravi Hadith numbering or reference or wazaahat ek hi page par show H,Navigation Difficulty,Navigation Difficulty - Hadees Reference Access Issues,Medium,Negative
7922,Feature,Pehly Jahan Tak party thy dobara lagany py option ata tha k wahin sy shoro karna hy ya dobara shoro sy parna hy.ab ye option nai ata.jab b lagao shoro sy start ho jata hy.is waja sy nishani nai Rehti k Kahan Tak parh k chor dia tha.phir dobara sy shoro ka,Quran Reading Features,Quran Reading Features - Resume Reading Option Missing,Medium,Negative
7923,Bug,Pehly Jo hadees zoom hojati ussy Shering asani rehti thi ub bhut moshkil hora hy,Audio Playback Issues,Audio Playback Issues - Hadees Zoom Functionality,Medium,Negative
7924,Feature,Picture sharing format of quran should be available in hadith as well please,General Feature,General Feature - Hadees Picture Sharing Request,Low,Neutral
7925,Feature,"Pinch in zoom feature can be added 

And landscape mode with both Arabic and Urdu translation must be added in 15 line quran mode",Quran Reading Features,Quran Reading Features - Zoom and Landscape Mode Request,Low,Neutral
7926,Feature,"Pl para Kay rakoo ko search karna easy bana dain
Jazak Allah",Search Functionality,Search Functionality - Prayer Search Ease Request,Low,Neutral
7927,Feature,Plain translation should should be there under the lines of Arabic lines in one of the pdfs,Translations & Tafseer,Translations & Tafseer - Missing Plain Translation,Low,Neutral
7928,UI,Play and pause button should be visible all the time,Visual Design,Visual Design - UI Element Visibility,Low,Neutral
7929,Feature,Play tilawat in the  background even if using another app on mobile,General Feature,General Feature - Background Audio Playback Request,Low,Neutral
7930,Feature,"Playback between different chapters should be continuing. So when we are listening to recitation in car, we dont have to touch the phone to go to next surah.

Also there should be an option to tap on a word and get its literal meaning rather than going th",Quran Reading Features,Quran Reading Features - Continuous Playback Request,Low,Neutral
